file,function,lineno,has_doc
"scripts/CAD_basic.py","get_group_entities_sorted_by_type_and_bbox",7550,1
"scripts/CAD_basic.py","common_group_entities_sorted",7596,1
"scripts/CAD_basic.py","get_boundingbox_from_group",7653,1
"scripts/CAD_basic.py","copy_group_S1_from_doc1_to_doc2",7667,1
"scripts/CAD_basic.py","HandleToObject",7773,1
"scripts/CAD_basic.py","print_coms_handle",7785,0
"scripts/CAD_basic.py","handles_to_coms",7800,1
"scripts/CAD_basic.py","get_all_handles",7817,1
"scripts/CAD_basic.py","find_entity_by_handle",7836,1
"scripts/CAD_basic.py","group_objects_by_type_and_handle",7858,1
"scripts/CAD_basic.py","record_handle_with_type",7894,1
"scripts/CAD_basic.py","convert_named_dict",7910,1
"scripts/CAD_basic.py","get_named_object",7930,0
"scripts/CAD_basic.py","draw_tags_on_objects_fixed",7937,1
"scripts/CAD_basic.py","label_tarch_doors",7983,1
"scripts/CAD_basic.py","get_handle_object_map",8028,1
"scripts/CAD_basic.py","set_xdata",8057,1
"scripts/CAD_basic.py","get_xdata",8105,1
"scripts/CAD_basic.py","set_xdata_tab",8151,0
"scripts/CAD_basic.py","is_printApp_xdata_com",8161,0
"scripts/CAD_basic.py","write_cad_text",8177,1
"scripts/CAD_basic.py","write_tianzheng_text",8300,1
"scripts/CAD_basic.py","align_text_to_vertical_line",8534,1
"scripts/CAD_basic.py","align_text_to_horizontal_line",8639,1
"scripts/CAD_basic.py","scale_tianzheng_text_to_cad",8743,1
"scripts/CAD_basic.py","sc_objs_to_layer",8854,0
"scripts/CAD_basic.py","delete_layer",8902,1
"scripts/CAD_basic.py","create_layers_from_list",8940,1
"scripts/CAD_basic.py","delete_layers_from_list",8970,1
"scripts/CAD_basic.py","dim_by_points",9012,1
"scripts/CAD_basic.py","ensure_layer",9056,1
"scripts/CAD_basic.py","ensure_layer_model_only",9108,1
"scripts/CAD_basic.py","ensure_layer_current",9177,1
"scripts/CAD_basic.py","set_layer_properties",9205,1
"scripts/CAD_basic.py","set_layer_with_retry",9257,1
"scripts/CAD_basic.py","force_layer_objects_color",9314,1
"scripts/CAD_basic.py","build_J_points_from_selected_texts",9409,0
"scripts/CAD_basic.py","convert_pts_dict_to_latlon",9445,1
"scripts/CAD_basic.py","xianshi_yincangtuxing",9519,0
"scripts/CAD_basic.py","run_cad_program",9534,0
"scripts/CAD_basic.py","automate_window_with_pywinauto_t7",9557,0
"scripts/CAD_basic.py","zhuancheng_t7",9616,1
"scripts/CAD_basic.py","automate_window_with_pywinauto_t3",9666,0
"scripts/CAD_basic.py","zhuancheng_t3",9724,1
"scripts/CAD_basic.py","ensure_file_absent",9783,1
"scripts/CAD_basic.py","traverse_with_os_walk",9803,1
"scripts/CAD_basic.py","find_files_with_extensions",9818,0
"scripts/CAD_basic.py","get_filename_without_extension",9828,0
"scripts/CAD_basic.py","delete_files_with_patterns",9839,1
"scripts/CAD_basic.py","clear_files_with_prefix",9868,1
"scripts/CAD_basic.py","find_files_with_string",9907,0
"scripts/CAD_basic.py","join_paths",9917,0
"scripts/CAD_basic.py","get_block_name",9934,1
"scripts/CAD_basic.py","huoqukuai_shuxing_zhi",9944,0
"scripts/CAD_basic.py","update_block_def_attributes_safe",9969,1
"scripts/CAD_basic.py","update_block_def_attributes_v7",10137,1
"scripts/CAD_basic.py","attsync_block_instance",10323,1
"scripts/CAD_basic.py","attsync_block_instance_base",10354,1
"scripts/CAD_basic.py","set_attribute_mtext",10409,1
"scripts/CAD_basic.py","get_block_attributes_dict",10552,1
"scripts/CAD_basic.py","separate_entities_by_block_names",10649,1
"scripts/CAD_basic.py","huoqu_kuai_pl",10704,0
"scripts/CAD_basic.py","create_block_with_basepoint",10733,0
"scripts/CAD_basic.py","create_block_with_triangle_and_text",10751,0
"scripts/CAD_basic.py","huoqu_kuai_pl",10776,0
"scripts/CAD_basic.py","get_bounding_box_of_block",10802,0
"scripts/CAD_basic.py","create_new_block_with_insert_and_line",10833,0
"scripts/CAD_basic.py","copy_and_move_blocks_from_layer",10861,0
"scripts/CAD_basic.py","delete_block_instances_and_definition_retry",10889,1
"scripts/CAD_basic.py","delete_block_instances_and_definition_optimized",10961,1
"scripts/CAD_basic.py","delete_block_instances_and_definition_optimized",11043,1
"scripts/CAD_basic.py","rename_block_entity",11129,1
"scripts/CAD_basic.py","get_block_instances",11156,1
"scripts/CAD_basic.py","get_entities_from_block_reference",11196,1
"scripts/CAD_basic.py","insert_block_into_autocad",11225,1
"scripts/CAD_basic.py","insert_standard_block",11252,1
"scripts/CAD_basic.py","insert_and_explode_dwg",11329,1
"scripts/CAD_basic.py","insert_and_explode_dwg",11424,1
"scripts/CAD_basic.py","get_large_block_instances",11529,1
"scripts/CAD_basic.py","get_large_block_instances_with_tolerance",11588,1
"scripts/CAD_basic.py","transform_point_by_block",11626,1
"scripts/CAD_basic.py","select_block_by_name",11662,1
"scripts/CAD_basic.py","get_all_block_definitions",11698,1
"scripts/CAD_basic.py","get_all_block_names",11759,1
"scripts/CAD_basic.py","purge_block",11778,1
"scripts/CAD_basic.py","purge_unused_blocks",11836,1
"scripts/CAD_basic.py","purge_block_1",11879,1
"scripts/CAD_basic.py","purge_unused_blocks_1",12020,1
"scripts/CAD_basic.py","reserve_block_names_for_new_insert",12181,1
"scripts/CAD_basic.py","get_selected_blockreference_names",12271,1
"scripts/CAD_basic.py","create_block_from_region_cad",12341,1
"scripts/CAD_basic.py","create_block_from_region_cmd",12688,1
"scripts/CAD_basic.py","create_block_from_list_cmd",12882,1
"scripts/CAD_basic.py","get_block_contents_at_same_location",13045,1
"scripts/CAD_basic.py","add_entities_to_block_direct",13103,1
"scripts/CAD_basic.py","add_entities_to_block_definition_explode",13287,1
"scripts/CAD_basic.py","redefine_block_with_entities",13428,1
"scripts/CAD_basic.py","extract_specific_entities_from_block",13609,1
"scripts/CAD_basic.py","safe_explode",13803,1
"scripts/CAD_basic.py","_atomic_explode_and_delete",13817,1
"scripts/CAD_basic.py","safe_explode_retry",13840,1
"scripts/CAD_basic.py","explode_single_object_marker",13977,1
"scripts/CAD_basic.py","safe_explode_and_delete",14065,1
"scripts/CAD_basic.py","fix_com_cache",14130,1
"scripts/CAD_basic.py","delete_all_nul_under_folder",14188,1
"scripts/CAD_basic.py","kill_dialog_killer",14230,1
"scripts/CAD_basic.py","kill_python_script_by_name",14270,1
"scripts/CAD_basic.py","kill_wps",14575,1
"scripts/CAD_basic.py","close_all_excel_processes",14613,1
"scripts/CAD_basic.py","safe_delete",14717,1
"scripts/CAD_basic.py","move_entities_in_region",14782,1
"scripts/CAD_basic.py","圆点",14838,1
"scripts/CAD_basic.py","图纸背景",14857,0
"scripts/CAD_basic.py","shitu_region",14868,1
"scripts/CAD_basic.py","shitu_entity",14890,1
"scripts/CAD_basic.py","record_screen_gif",14933,1
"scripts/CAD_basic.py","minimize_all_windows",14967,1
"scripts/CAD_basic.py","set_autocad_window_to_top_left",15016,1
"scripts/CAD_basic.py","l",15057,0
"scripts/CAD_basic.py","minimize_all_windows_d",15067,1
"scripts/CAD_basic.py","minimize_all_windows_m",15080,1
"scripts/CAD_basic.py","restore_and_position",15103,1
"scripts/CAD_basic.py","list_open_window_titles",15175,1
"scripts/CAD_basic.py","ceshubiao_weizhi",15189,1
"scripts/CAD_basic.py","run_idle_background",15201,1
"scripts/CAD_basic.py","click_and_drag",15227,1
"scripts/CAD_basic.py","click_and_find_image_shape",15251,1
"scripts/CAD_basic.py","right_click_and_move",15289,1
"scripts/CAD_basic.py","kill_all_idle",15310,1
"scripts/CAD_basic.py","set_idle_window_to_top_right",15324,0
"scripts/CAD_basic.py","r",15352,0
"scripts/CAD_basic.py","place_obs_bottom_right",15358,1
"scripts/CAD_basic.py","r2",15387,0
"scripts/CAD_basic.py","minimize_window",15393,1
"scripts/CAD_basic.py","maximize_autocad_window",15413,1
"scripts/CAD_basic.py","start_obs_recording_by_click",15448,1
"scripts/CAD_basic.py","fs",15474,1
"scripts/CAD_basic.py","xuanqun",15485,0
"scripts/CAD_basic.py","copy_to_clipboard",15516,1
"scripts/CAD_basic.py","xieweixin",15536,0
"scripts/CAD_basic.py","主操作函数",15560,0
"scripts/CAD_basic.py","main_func",15603,0
"scripts/CAD_basic.py","luping",15610,1
"scripts/CAD_basic.py","魔方",15658,0
"scripts/CAD_basic.py","run_py",15667,0
"scripts/CAD_basic.py","focus_cmdline",15686,1
"scripts/CAD_basic.py","activate_window_by_title",15700,1
"scripts/CAD_basic.py","click_in_window",15754,1
"scripts/CAD_basic.py","activate_and_click_aikeyun",15812,0
"scripts/CAD_basic.py","drag_in_window_simple",15848,1
"scripts/CAD_basic.py","run_auto_explode_area",15899,1
"scripts/CAD_basic.py","list_all_windows",15927,0
"scripts/CAD_basic.py","minimize_window",15939,1
"scripts/CAD_basic.py","maximize_autocad_window",15958,1
"scripts/CAD_basic.py","set_dwg_units_precision",16013,1
"scripts/CAD_basic.py","jd",16035,0
"scripts/CAD_basic.py","list_dim_styles",16041,1
"scripts/CAD_basic.py","set_current_dimstyle_via_command",16059,1
"scripts/CAD_basic.py","set_current_text_style",16075,1
"scripts/CAD_basic.py","huoqu_ziti_style",16092,0
"scripts/CAD_basic.py","create_text_style",16118,1
"scripts/CAD_basic.py","set_text_style_onlyshx",16169,1
"scripts/CAD_basic.py","set_text_style",16209,1
"scripts/CAD_basic.py","rename_conflicting_text_styles",16251,1
"scripts/CAD_basic.py","transfer_props_by_matchprop",16510,0
"scripts/CAD_basic.py","run_dual_threads_1",16620,1
"scripts/CAD_basic.py","cancel_cad_selection",16720,0
"scripts/CAD_basic.py","close_wps_window_by_click",16738,1
"scripts/CAD_basic.py","min_w",16780,0
"scripts/CAD_basic.py","ql",16805,0
"scripts/CAD_basic.py","srhd",16816,1
"scripts/CAD_basic.py","srhd_p",16864,1
"scripts/CAD_basic.py","comtomath",16912,0
"scripts/CAD_basic.py","p",16924,0
"scripts/CAD_basic.py","fuzhi_chakan",16940,0
"scripts/CAD_basic.py","celiang_wenzichangdu",16968,0
"scripts/CAD_basic.py","celiang_wenzichangdu_write",16985,0
"scripts/CAD_basic.py","qingkong_wenjianjia",17006,0
"scripts/CAD_basic.py","get_bbox_info",17027,1
"scripts/CAD_basic.py","bbox_orientation_flag",17083,1
"scripts/CAD_basic.py","group_bbox_corners",17106,1
"scripts/CAD_basic.py","bbox_center_2",17234,0
"scripts/CAD_basic.py","bbox_center_3",17242,1
"scripts/CAD_basic.py","safe_get_bbox",17250,1
"scripts/CAD_basic.py","resolve_log_level",17394,1
"scripts/CAD_basic.py","get_data_root",17406,1
"scripts/CAD_basic.py","_resolve_json_path",17413,1
"scripts/CAD_basic.py","extract_poly_data",17446,1
"scripts/CAD_basic.py","restore_poly_adaptive",17474,1
"scripts/CAD_basic.py","save_poly_list",17548,1
"scripts/CAD_basic.py","load_poly_list",17572,1
"scripts/CAD_basic.py","save_ctq",17601,1
"scripts/CAD_basic.py","load_ctq",17639,1
"scripts/CAD_basic.py","Redefine_standard_blocks",17726,1
"scripts/CAD_basic.py","get_sorted_titles_by_areas_final",17915,1
"scripts/CAD_basic.py","get_sorted_titles_ce",18000,1
"scripts/CAD_basic.py","batch_attsync_loop",18087,1
"scripts/CAD_basic.py","smart_select_polylines",18176,1
"scripts/CAD_basic.py","universal_select_polylines",18257,1
"scripts/CAD_basic.py","select_print_areas_maxrect_from_polylines",18333,1
"scripts/CAD_basic.py","select_maxrect_polylines_1",18341,1
"scripts/CAD_basic.py","select_print_areas_paperspace",18615,1
"scripts/CAD_basic.py","select_standard_print_areas",18766,1
"scripts/CAD_basic.py","select_print_areas_from_blocks",19048,1
"scripts/CAD_basic.py","select_print_areas_from_layer",19271,1
"scripts/CAD_basic.py","select_print_areas_from_screen",19458,1
"scripts/CAD_basic.py","check_valid_rect_pro",19644,1
"scripts/CAD_basic.py","remove_duplicate_polylines",19714,1
"scripts/CAD_basic.py","universal_insert_labels_dispatch",19848,0
"scripts/CAD_basic.py","insert_and_scale_labels_area_power",20039,1
"scripts/CAD_basic.py","insert_and_scale_labels_paper_space",20145,1
"scripts/CAD_basic.py","clean_blocks_until_vanished",20248,1
"scripts/CAD_basic.py","plcoor_to_com",20334,1
"scripts/CAD_basic.py","draw_pl_and_extract_info",20372,1
"scripts/CAD_basic.py","draw_pl_and_extract_from_entities",20451,1
"scripts/CAD_basic.py","insert_block_into_poly_area",20542,1
"scripts/CAD_basic.py","insert_block_into_poly_area",20597,1
"scripts/CAD_basic.py","compute_insert_factors",20662,1
"scripts/CAD_basic.py","get_factor_for_entity",20701,1
"scripts/CAD_basic.py","insert_company_label_common_block",20714,1
"scripts/CAD_basic.py","f1_insert_company_getwindow",20773,1
"scripts/CAD_basic.py","_find_shx_dialog",20824,1
"scripts/CAD_basic.py","_ignore_shx_dialog",20840,1
"scripts/CAD_basic.py","f2_delwindow",20850,1
"scripts/CAD_basic.py","run_dual_threads",20889,1
"scripts/CAD_basic.py","Insert_Company_Label_Common_Block",20953,1
"scripts/CAD_basic.py","clean_internal_polylines",20992,1
"scripts/CAD_basic.py","fill_block_attributes_with_tag_name",21034,1
"scripts/CAD_basic.py","_make_bind_dict_serializable",21057,1
"scripts/CAD_basic.py","normalize_core_title_blocks_by_layer",21154,1
"scripts/CAD_basic.py","explode_title_wrappers_to_core_layer",21181,1
"scripts/CAD_basic.py","repair_mp_insert",21298,1
"scripts/CAD_basic.py","repair_sp_insert",21375,1
"scripts/CAD_basic.py","smart_repair_frame_polyline_widths_m",21457,1
"scripts/CAD_basic.py","smart_repair_frame_polyline_widths_p",21651,1
"scripts/CAD_basic.py","cut_model_to_paper_and_switch",21849,1
"scripts/CAD_basic.py","_fallback_copy_method",21961,0
"scripts/CAD_basic.py","cut_screen_selection_to_paper",21998,1
"scripts/CAD_basic.py","copy_layout_polylines_to_model",22092,1
"scripts/CAD_basic.py","clear_layout_objects",22192,1
"scripts/CAD_basic.py","clean_unused_blocks_global_scan",22286,1
"scripts/CAD_basic.py","smart_rebuild_print_info",22374,1
"scripts/CAD_basic.py","rebuild_print_area_title_mapping",22501,1
"scripts/CAD_basic.py","rebuild_print_area_title_mapping_paper",22667,1
"scripts/CAD_basic.py","build_header_map",22860,1
"scripts/CAD_basic.py","read_xlsx_to_dict",22880,1
"scripts/CAD_basic.py","write_dict_to_xlsx",22977,1
"scripts/CAD_basic.py","auto_export_excel_with_fallback",23104,1
"scripts/CAD_basic.py","build_full_print_dict_and_export_excel",23181,1
"scripts/CAD_basic.py","auto_process_drawing_names_by_style",23532,1
"scripts/CAD_basic.py","process_drawing_names_and_fill_titleblocks",23640,1
"scripts/CAD_basic.py","auto_import_excel_to_cad",23882,1
"scripts/CAD_basic.py","read_excel_and_update_cad_titleblocks",23994,1
"scripts/CAD_basic.py","auto_update_titleblock_format_by_style",24182,1
"scripts/CAD_basic.py","batch_update_block_attributes_config",24257,1
"scripts/CAD_basic.py","bianmulu_func1_h",24406,1
"scripts/CAD_basic.py","bianmulu_func2_h",24608,1
"scripts/CAD_basic.py","bianmulu_func3_h",24870,1
"scripts/CAD_basic.py","bianmulu_func4_h",25041,1
"scripts/CAD_basic.py","update_catalog_titleblocks_from_excel",25310,1
"scripts/CAD_basic.py","update_catalog_titleblocks_from_excel_y",25502,1
"scripts/CAD_basic.py","write_catalog_from_excel_to_cad",25654,1
"scripts/CAD_basic.py","read_catalog_template_config",26333,1
"scripts/CAD_basic.py","CatalogConfigBuilder.__init__",26447,0
"scripts/CAD_basic.py","CatalogConfigBuilder.add_column_layout",26452,1
"scripts/CAD_basic.py","CatalogConfigBuilder.set_field_x_ranges",26459,1
"scripts/CAD_basic.py","CatalogConfigBuilder.generate",26463,0
"scripts/CAD_basic.py","get_my_template_config_from_excel",26483,1
"scripts/CAD_basic.py","rename_drawings",26568,1
"scripts/CAD_basic.py","get_mouse_target_v3",26687,1
"scripts/CAD_basic.py","safe_input_text",26763,0
"scripts/CAD_basic.py","auto_setup_custom_paper_sizes",26777,1
"scripts/CAD_basic.py","list_current_printer_papers",26929,1
"scripts/CAD_basic.py","replace_cad_fonts_incremental",26991,0
"scripts/CAD_basic.py","is_admin",27054,1
"scripts/CAD_basic.py","sanitize_filename",27065,1
"scripts/CAD_basic.py","export_model_window_pure",27074,1
"scripts/CAD_basic.py","export_model_window_lisp_fit",27205,1
"scripts/CAD_basic.py","export_layout_window_pure",27318,1
"scripts/CAD_basic.py","export_layout_window_pure_bianju",27450,1
"scripts/CAD_basic.py","export_layout_window_lisp_fit_v1",27578,1
"scripts/CAD_basic.py","export_layout_window_lisp_fit",27742,1
"scripts/CAD_basic.py","print_batch_custom_list",27873,1
"scripts/CAD_basic.py","mark_print_areas_final",28115,1
"scripts/CAD_basic.py","generate_tarch_drawing_names_v5",28244,1
"scripts/CAD_basic.py","print_dwg_file_model",28378,1
"scripts/CAD_basic.py","print_polylines_list",28507,1
"scripts/CAD_basic.py","print_dwg_file_layout",28763,1
"scripts/CAD_basic.py","print_layout_polylines_list",28860,1
"scripts/CAD_basic.py","print_layout_polylines_list_y",29127,1
"scripts/CAD_basic.py","smart_print_dispatch",29250,1
"scripts/CAD_check_standards.py","bianmulu_func4_h",14,1
"scripts/CAD_dev_standards.py","docstring_standard_example",60,1
"scripts/CAD_dev_standards.py","count_layers_demo",91,1
"scripts/CAD_dev_standards.py","_check_name_match",134,1
"scripts/CAD_dev_standards.py","draw_circle_standard_example",159,1
"scripts/CAD_dev_standards.py","architecture_full_demo",192,1
"scripts/CAD_file_operations.py","launch_tarch_CAD_system",358,0
"scripts/CAD_file_operations.py","close_tarch_CAD_system",365,0
"scripts/CAD_file_operations.py","launch_cad_guardians",371,1
"scripts/CAD_file_operations.py","litz",433,1
"scripts/CAD_file_operations.py","activate_document_by_name",544,1
"scripts/CAD_file_operations.py","cad_zt_zero",584,1
"scripts/CAD_file_operations.py","cad_zt_oneb",599,1
"scripts/CAD_file_operations.py","cad_zt_oned",659,1
"scripts/CAD_file_operations.py","cad_zt_two",692,1
"scripts/CAD_file_operations.py","cad_zt_much",739,1
"scripts/CAD_file_operations.py","cad_zt_xin_1",790,1
"scripts/CAD_file_operations.py","cad_zt_xin_2",902,1
"scripts/CAD_file_operations.py","new_file",1046,1
"scripts/CAD_file_operations.py","open_file",1215,1
"scripts/CAD_file_operations.py","copy_file_with_increment",1368,1
"scripts/CAD_file_operations.py","save_file",1422,1
"scripts/CAD_file_operations.py","save_file_as",1433,1
"scripts/CAD_file_operations.py","close_file",1451,1
"scripts/CAD_file_operations.py","purge_file",1507,1
"scripts/CAD_file_operations.py","check_file_locked",1535,1
"scripts/CAD_file_operations.py","is_read_only",1569,1
"scripts/CAD_file_operations.py","insert_file_exploded",1586,1
"scripts/CAD_file_operations.py","copy_file_content_pywin32",1700,1
"scripts/CAD_file_operations.py","insert_region_v2",1860,1
"scripts/CAD_file_operations.py","set_active_doc",2038,1
"scripts/CAD_file_operations.py","get_doc_by_name",2054,1
"scripts/CAD_file_operations.py","get_open_document_names",2068,1
"scripts/CAD_file_operations.py","close_current_drawing_safely",2080,1
"scripts/CAD_file_operations.py","close_all_except_active_safe",2118,1
"scripts/CAD_file_operations.py","close_dwg_by_name",2146,1
"scripts/CAD_file_operations.py","close_all_files",2174,1
"scripts/CAD_file_operations.py","ensure_max_open_documents",2224,1
"scripts/CAD_file_operations.py","get_obj_loc",2297,1
"scripts/CAD_file_operations.py","set_space_mode",2320,1
"scripts/CAD_file_operations.py","switch_to_layout",2344,1
"scripts/CAD_file_operations.py","get_layout_names",2410,1
"scripts/CAD_file_operations.py","get_current_dwg_path",2435,1
"scripts/CAD_file_operations.py","get_all_open_dwg_paths",2461,1
"scripts/CAD_file_operations.py","get_long_path",2485,1
"scripts/CAD_file_operations.py","dim_by_points",2520,1
"scripts/CAD_file_operations.py","draw_tarch_wall",2540,1
"scripts/CAD_file_operations.py","insert_tarch_door",2603,1
"scripts/CAD_file_operations.py","insert_tarch_window",2704,1
"scripts/CAD_file_operations.py","run_tupdspace_for_tz_room_in_rect",2874,1
"scripts/CAD_file_operations.py","run_auto_TUPDSPACE_with_coord",3007,1
"scripts/CAD_file_operations.py","TDb_single_line_variable_wall",3124,1
"scripts/CAD_file_operations.py","convert_lines_to_walls",3208,1
"scripts/CAD_file_operations.py","set_walls_thickness",3266,1
"scripts/CAD_file_operations.py","activate_cad_middle_click",3299,1
"scripts/CAD_file_operations.py","insert_tarch_window_lisp_mode",3318,1
"scripts/CAD_file_operations.py","_get_dynamic_cache_path",3408,1
"scripts/CAD_file_operations.py","_load_cache_from_disk",3423,1
"scripts/CAD_file_operations.py","_save_cache_to_disk",3435,1
"scripts/CAD_file_operations.py","_activate_cad_safe",3455,1
"scripts/CAD_file_operations.py","_wait_for_user_hover",3473,1
"scripts/CAD_file_operations.py","insert_tarch_door_universal",3504,1
"scripts/CAD_Legacy_Runner.py","LegacyCADRunner.__init__",28,0
"scripts/CAD_Legacy_Runner.py","LegacyCADRunner.write",65,0
"scripts/CAD_Legacy_Runner.py","LegacyCADRunner.flush",72,0
"scripts/CAD_Legacy_Runner.py","LegacyCADRunner.run_in_thread",75,0
"scripts/CAD_Legacy_Runner.py","LegacyCADRunner.gui_test_connection",90,1
"scripts/CAD_Legacy_Runner.py","LegacyCADRunner.gui_new_file",102,1
"scripts/CAD_Legacy_Runner.py","LegacyCADRunner.gui_save_as",119,1
"scripts/CAD_System_Queue - V30.py","LockManager.__init__",160,0
"scripts/CAD_System_Queue - V30.py","LockManager.try_acquire",165,0
"scripts/CAD_System_Queue - V30.py","LockManager._write_lock",169,0
"scripts/CAD_System_Queue - V30.py","LockManager.release",174,0
"scripts/CAD_System_Queue - V30.py","LockManager.check_waiters",179,0
"scripts/CAD_System_Queue - V30.py","LockManager.add_to_wait_list",180,0
"scripts/CAD_System_Queue - V30.py","MasterRunner.__init__",185,0
"scripts/CAD_System_Queue - V30.py","MasterRunner._ensure_bootstrap",239,0
"scripts/CAD_System_Queue - V30.py","MasterRunner.launch_idle",244,0
"scripts/CAD_System_Queue - V30.py","MasterRunner._init_ui",255,0
"scripts/CAD_System_Queue - V30.py","MasterRunner.create_tab",274,0
"scripts/CAD_System_Queue - V30.py","MasterRunner.setup_dashboard",280,0
"scripts/CAD_System_Queue - V30.py","MasterRunner.setup_title_block_tab",309,0
"scripts/CAD_System_Queue - V30.py","MasterRunner.setup_catalog",347,0
"scripts/CAD_System_Queue - V30.py","MasterRunner.setup_print",364,0
"scripts/CAD_System_Queue - V30.py","MasterRunner.add_step_btn",405,0
"scripts/CAD_System_Queue - V30.py","MasterRunner.add_dragon_btn",409,0
"scripts/CAD_System_Queue - V30.py","MasterRunner.send_script_to_idle",413,0
"scripts/CAD_System_Queue - V30.py","MasterRunner.ask_attribute_config",425,0
"scripts/CAD_System_Queue - V30.py","MasterRunner.ask_detection_params",476,0
"scripts/CAD_System_Queue - V30.py","MasterRunner.run_macro",505,0
"scripts/CAD_System_Queue - V30.py","MasterRunner.refresh_workspace_paths",970,0
"scripts/CAD_System_Queue - V30.py","MasterRunner.log",1007,0
"scripts/CAD_System_Queue - V30.py","MasterRunner.monitor_waiters",1013,0
"scripts/CAD_System_Queue - V30.py","MasterRunner.on_close",1018,0
"scripts/CAD_System_Queue - V31.py","LockManager.__init__",162,0
"scripts/CAD_System_Queue - V31.py","LockManager.try_acquire",167,0
"scripts/CAD_System_Queue - V31.py","LockManager._write_lock",171,0
"scripts/CAD_System_Queue - V31.py","LockManager.release",176,0
"scripts/CAD_System_Queue - V31.py","LockManager.check_waiters",181,0
"scripts/CAD_System_Queue - V31.py","LockManager.add_to_wait_list",182,0
"scripts/CAD_System_Queue - V31.py","MasterRunner.__init__",187,0
"scripts/CAD_System_Queue - V31.py","MasterRunner._ensure_bootstrap",241,0
"scripts/CAD_System_Queue - V31.py","MasterRunner.launch_idle",246,0
"scripts/CAD_System_Queue - V31.py","MasterRunner._init_ui",257,0
"scripts/CAD_System_Queue - V31.py","MasterRunner.create_tab",276,0
"scripts/CAD_System_Queue - V31.py","MasterRunner.setup_dashboard",282,0
"scripts/CAD_System_Queue - V31.py","MasterRunner.setup_title_block_tab",311,0
"scripts/CAD_System_Queue - V31.py","MasterRunner.setup_catalog",349,0
"scripts/CAD_System_Queue - V31.py","MasterRunner.setup_print",366,0
"scripts/CAD_System_Queue - V31.py","MasterRunner.add_step_btn",407,0
"scripts/CAD_System_Queue - V31.py","MasterRunner.add_dragon_btn",411,0
"scripts/CAD_System_Queue - V31.py","MasterRunner.send_script_to_idle",415,0
"scripts/CAD_System_Queue - V31.py","MasterRunner.ask_attribute_config",427,0
"scripts/CAD_System_Queue - V31.py","MasterRunner.ask_detection_params",478,0
"scripts/CAD_System_Queue - V31.py","MasterRunner.run_macro",507,0
"scripts/CAD_System_Queue - V31.py","MasterRunner.refresh_workspace_paths",1021,0
"scripts/CAD_System_Queue - V31.py","MasterRunner.log",1058,0
"scripts/CAD_System_Queue - V31.py","MasterRunner.monitor_waiters",1064,0
"scripts/CAD_System_Queue - V31.py","MasterRunner.on_close",1069,0
"scripts/CAD_System_Queue - V33.py","LockManager.__init__",161,0
"scripts/CAD_System_Queue - V33.py","LockManager.try_acquire",166,0
"scripts/CAD_System_Queue - V33.py","LockManager._write_lock",170,0
"scripts/CAD_System_Queue - V33.py","LockManager.release",175,0
"scripts/CAD_System_Queue - V33.py","LockManager.check_waiters",180,0
"scripts/CAD_System_Queue - V33.py","LockManager.add_to_wait_list",181,0
"scripts/CAD_System_Queue - V33.py","MasterRunner.__init__",186,0
"scripts/CAD_System_Queue - V33.py","MasterRunner._ensure_bootstrap",254,0
"scripts/CAD_System_Queue - V33.py","MasterRunner.launch_idle",259,0
"scripts/CAD_System_Queue - V33.py","MasterRunner._init_ui",270,0
"scripts/CAD_System_Queue - V33.py","MasterRunner.create_tab",296,0
"scripts/CAD_System_Queue - V33.py","MasterRunner.setup_dashboard",302,0
"scripts/CAD_System_Queue - V33.py","MasterRunner.setup_datacenter",319,0
"scripts/CAD_System_Queue - V33.py","MasterRunner.setup_title_block_tab",372,0
"scripts/CAD_System_Queue - V33.py","MasterRunner.setup_catalog",414,0
"scripts/CAD_System_Queue - V33.py","MasterRunner.setup_print",431,0
"scripts/CAD_System_Queue - V33.py","MasterRunner.add_step_btn",472,0
"scripts/CAD_System_Queue - V33.py","MasterRunner.add_dragon_btn",476,0
"scripts/CAD_System_Queue - V33.py","MasterRunner.send_script_to_idle",480,0
"scripts/CAD_System_Queue - V33.py","MasterRunner.ask_attribute_config",492,0
"scripts/CAD_System_Queue - V33.py","MasterRunner.run_datacenter_macro",541,0
"scripts/CAD_System_Queue - V33.py","MasterRunner.run_macro",686,0
"scripts/CAD_System_Queue - V33.py","MasterRunner.refresh_workspace_paths",1012,0
"scripts/CAD_System_Queue - V33.py","MasterRunner.log",1049,0
"scripts/CAD_System_Queue - V33.py","MasterRunner.monitor_waiters",1055,0
"scripts/CAD_System_Queue - V33.py","MasterRunner.on_close",1060,0
"scripts/CAD_System_Queue.py","LockManager.__init__",161,0
"scripts/CAD_System_Queue.py","LockManager.try_acquire",166,0
"scripts/CAD_System_Queue.py","LockManager._write_lock",170,0
"scripts/CAD_System_Queue.py","LockManager.release",175,0
"scripts/CAD_System_Queue.py","LockManager.check_waiters",180,0
"scripts/CAD_System_Queue.py","LockManager.add_to_wait_list",181,0
"scripts/CAD_System_Queue.py","MasterRunner.__init__",186,0
"scripts/CAD_System_Queue.py","MasterRunner._ensure_bootstrap",254,0
"scripts/CAD_System_Queue.py","MasterRunner.launch_idle",259,0
"scripts/CAD_System_Queue.py","MasterRunner._init_ui",270,0
"scripts/CAD_System_Queue.py","MasterRunner.create_tab",296,0
